City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Morehead,US,37.27,-87.18,75.2,69.8,100,1,4.18,clear sky
326,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,72.84,72.84,79,100,4.16,overcast clouds
327,Ossora,RU,59.24,163.07,53.83,53.83,63,88,6.22,overcast clouds
328,Nago,JP,26.59,127.98,80.6,80.01,88,90,36.91,light rain
329,Noumea,NC,-22.28,166.46,73.99,69.8,83,90,4.7,overcast clouds
330,Reconquista,AR,-29.15,-59.65,59.94,59.94,67,3,10.69,clear sky
331,Beisfjord,NO,68.38,17.6,50.0,44.01,87,96,21.92,overcast clouds
332,Nanortalik,GL,60.14,-45.24,42.37,42.37,87,32,7.4,scattered clouds
333,Broome,US,42.25,-75.83,70.0,68.0,77,1,3.36,clear sky
334,Tessalit,ML,20.2,1.01,86.7,86.7,45,100,12.53,overcast clouds
335,Tingo Maria,PE,-9.29,-76.01,67.03,67.03,83,13,1.9,few clouds
336,Nishihara,JP,26.18,127.76,80.6,80.01,94,90,31.09,light intensity shower rain
337,Ngunguru,NZ,-35.62,174.5,57.99,57.99,3,95,10.0,light rain
338,Gat,IL,31.61,34.76,75.99,68.0,29,0,2.46,clear sky
339,Ligayan,PH,4.65,119.47,84.65,84.65,71,33,7.61,scattered clouds
340,Mareeba,AU,-17.0,145.43,82.0,79.0,39,50,1.01,scattered clouds
341,Irbeyskoye,RU,55.64,95.45,61.5,61.5,80,100,6.82,overcast clouds
342,Kargopol,RU,61.51,38.95,58.03,58.03,95,99,6.55,overcast clouds
343,Sambava,MG,-14.27,50.17,68.11,68.11,80,41,10.74,scattered clouds
344,Zyryanka,RU,65.75,150.85,44.98,44.98,58,100,8.37,overcast clouds
345,Alekseyevsk,RU,57.84,108.35,68.09,68.09,49,0,5.46,clear sky
346,Tecolutla,MX,20.48,-97.02,80.02,80.02,79,12,1.52,light rain
347,Beringovskiy,RU,63.05,179.32,54.95,54.95,77,49,6.38,scattered clouds
348,Coquimbo,CL,-29.95,-71.34,55.4,55.4,62,94,8.1,overcast clouds
349,Clyde River,CA,70.47,-68.59,41.81,41.81,90,100,3.49,light rain
350,Souillac,MU,-20.52,57.52,71.6,71.6,73,75,13.87,shower rain
351,Naushki,RU,50.38,106.11,62.26,62.26,57,54,4.79,broken clouds
352,Gunnedah,AU,-30.98,150.25,55.4,55.4,54,40,12.75,scattered clouds
353,Ikryanoye,RU,46.09,47.73,59.0,59.0,58,37,4.47,scattered clouds
354,Monrovia,LR,6.3,-10.8,76.57,76.57,84,100,12.68,light rain
355,Inhambane,MZ,-23.86,35.38,63.28,63.28,79,0,7.76,clear sky
356,Katakwi,UG,1.89,33.97,64.33,64.33,92,97,2.42,overcast clouds
357,Namatanai,PG,-3.67,152.43,76.41,76.41,86,100,8.25,moderate rain
358,Zhoucheng,CN,35.91,116.31,79.65,79.65,89,88,11.97,light rain
359,Wanning,CN,18.8,110.4,88.52,88.52,64,82,12.5,broken clouds
360,Manadhoo,MV,5.77,73.38,83.79,83.79,67,53,6.29,broken clouds
361,Tezu,IN,27.92,96.17,87.8,87.8,60,80,2.59,light rain
362,Hofn,IS,64.25,-15.21,48.29,48.29,84,100,8.25,overcast clouds
363,Nantucket,US,41.28,-70.1,69.8,69.01,94,40,6.93,mist
364,Hailey,US,43.52,-114.32,77.0,63.0,31,5,5.57,smoke
365,Saint Pete Beach,US,27.73,-82.74,82.99,81.0,1,100,1.99,overcast clouds
366,Urazovo,RU,50.08,38.04,57.81,57.81,61,9,1.86,clear sky
367,Paita,PE,-5.09,-81.11,61.3,61.3,83,1,10.07,clear sky
368,Mangan,IN,27.52,88.53,83.7,83.7,47,0,3.87,clear sky
369,Zheleznodorozhnyy,RU,55.75,38.0,61.0,50.0,100,87,4.47,overcast clouds
370,Hvolsvollur,IS,63.75,-20.22,44.01,44.01,92,31,3.0,scattered clouds
371,Omvriaki,GR,39.1,22.27,72.0,68.0,68,0,3.36,clear sky
372,Tocopilla,CL,-22.09,-70.2,59.04,59.04,63,35,3.31,scattered clouds
373,Vardo,NO,70.37,31.11,53.6,53.6,100,40,8.05,scattered clouds
374,Agronom,RU,45.14,39.19,60.01,57.0,62,0,6.71,clear sky
375,Kargasok,RU,59.06,80.86,57.02,57.02,76,99,5.97,overcast clouds
376,Wasilla,US,61.58,-149.44,61.0,57.99,87,90,3.6,light rain
377,Talaya,RU,61.38,152.75,42.33,42.33,63,99,12.59,overcast clouds
378,Kabinda,CD,-6.13,24.48,68.58,68.58,83,100,3.74,overcast clouds
379,Oksovskiy,RU,62.61,39.9,58.15,58.15,95,100,6.98,overcast clouds
380,Svetlaya,RU,46.54,138.33,67.8,67.8,72,98,5.48,overcast clouds
381,Cabo San Lucas,MX,22.89,-109.91,86.0,82.0,58,5,3.36,clear sky
382,Ginda,IN,30.69,78.49,78.8,78.8,88,40,2.98,mist
383,Constitucion,CL,-35.33,-72.42,50.65,50.65,82,100,14.23,overcast clouds
384,Katsuura,JP,35.13,140.3,89.01,87.01,62,40,9.17,scattered clouds
385,Nalut,LY,30.33,10.85,73.74,73.74,48,0,10.36,clear sky
386,Pullman,US,46.73,-117.18,82.0,72.0,24,1,3.36,clear sky
387,Koshki,RU,54.21,50.47,57.47,57.47,90,2,4.45,clear sky
388,Khandyga,RU,62.67,135.6,57.63,57.63,38,100,2.59,overcast clouds
389,Karlskoga,SE,59.33,14.52,55.99,53.01,87,0,8.05,clear sky
390,Henties Bay,NA,-22.12,14.28,54.0,54.0,93,0,1.01,clear sky
391,Saldanha,ZA,-33.01,17.94,50.0,50.0,93,91,5.82,overcast clouds
392,Salinopolis,BR,-0.61,-47.36,79.02,79.02,84,6,11.45,clear sky
393,Port-Gentil,GA,-0.72,8.78,74.79,74.79,79,100,12.15,overcast clouds
394,Jalu,LY,29.03,21.55,74.17,74.17,53,0,9.08,clear sky
395,Macamic,CA,48.75,-79.0,64.4,64.4,77,20,6.93,few clouds
396,Naujamiestis,LT,55.69,24.15,57.2,57.2,93,0,9.17,clear sky
397,Raudeberg,NO,61.99,5.14,48.0,48.0,83,99,16.28,light rain
398,Magog,CA,45.27,-72.15,69.01,62.01,100,75,2.24,broken clouds
399,Rauma,FI,61.13,21.51,55.4,55.4,93,0,5.82,light rain
400,Marinha Grande,PT,39.75,-8.93,64.99,64.0,93,42,1.12,scattered clouds
401,Encrucijada,CU,22.62,-79.87,80.6,80.6,88,20,5.82,few clouds
402,Luba,GQ,3.46,8.55,75.67,75.67,83,100,8.55,moderate rain
403,Novo Aripuana,BR,-5.12,-60.38,76.89,76.89,51,0,1.43,clear sky
404,Kieta,PG,-6.22,155.63,82.72,82.72,69,100,5.68,light rain
405,Vicksburg,US,32.35,-90.88,78.8,75.2,100,1,5.46,clear sky
406,Coahuayana,MX,18.73,-103.68,79.65,79.65,86,78,1.7,light rain
407,Raga,SS,8.46,25.68,67.73,67.73,97,99,3.6,overcast clouds
408,Normandin,CA,48.83,-72.53,62.6,62.6,77,40,4.7,scattered clouds
409,Roald,NO,62.58,6.13,48.2,45.0,76,82,13.87,light rain
410,Ishigaki,JP,24.34,124.16,86.0,86.0,89,75,18.34,broken clouds
411,Banjar,ID,-8.19,114.97,82.4,82.4,83,20,10.29,few clouds
412,Santa Rosa,PH,14.31,121.11,90.0,89.01,75,100,10.0,overcast clouds
413,Padang,ID,-0.95,100.35,86.05,86.05,59,66,2.59,broken clouds
414,Gorontalo,ID,0.54,123.06,88.14,88.14,55,68,7.38,broken clouds
415,Baie-Saint-Paul,CA,47.44,-70.5,61.0,61.0,80,8,8.01,clear sky
416,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.21,74.21,71,0,1.07,clear sky
417,Kuryk,KZ,43.2,51.65,70.43,70.43,55,34,11.83,scattered clouds
418,Portland,US,45.52,-122.68,78.01,72.0,57,0,7.65,clear sky
419,Heihe,CN,50.24,127.49,66.2,66.2,82,40,4.47,scattered clouds
420,Pangnirtung,CA,66.15,-65.71,45.43,45.43,79,100,1.99,overcast clouds
421,Sterling,US,39.01,-77.43,79.0,71.6,78,40,5.82,scattered clouds
422,Oktyabrskiy,RU,54.48,53.47,57.02,57.02,87,33,2.51,scattered clouds
423,Abay,KZ,49.63,72.85,55.4,55.4,76,97,2.24,overcast clouds
424,Podolsk,RU,55.42,37.55,61.0,53.6,87,91,2.24,overcast clouds
425,Tiznit,MA,29.58,-9.5,84.63,84.63,30,11,1.77,few clouds
426,Ilhabela,BR,-23.78,-45.36,61.99,61.99,79,6,2.93,clear sky
427,Piacabucu,BR,-10.41,-36.43,71.96,71.96,82,0,4.59,clear sky
428,Pengcheng,CN,36.43,114.17,75.49,75.49,82,99,8.5,light rain
429,Laguna,US,38.42,-121.42,84.0,81.0,39,1,9.17,haze
430,Taree,AU,-31.9,152.47,62.01,60.8,31,0,13.87,clear sky
431,Yeppoon,AU,-23.13,150.73,73.4,73.4,16,5,6.93,clear sky
432,Ternate,ID,0.8,127.4,82.81,82.81,71,46,4.54,light rain
433,Purpe,RU,64.48,76.69,60.01,60.01,85,60,9.86,broken clouds
434,Broadstairs,GB,51.36,1.44,60.01,55.0,80,91,1.01,overcast clouds
435,Atambua,ID,-9.11,124.89,85.46,85.46,35,0,4.61,clear sky
436,Neiafu,TO,-18.65,-173.98,80.6,80.6,74,40,13.87,scattered clouds
437,Malazgirt,TR,39.14,42.54,54.75,54.75,63,0,3.83,clear sky
438,Dingle,PH,11.0,122.67,87.33,87.33,68,0,3.42,clear sky
439,Timiryazevskiy,RU,56.49,84.88,57.99,55.4,93,75,4.47,broken clouds
440,Turayf,SA,31.67,38.66,68.0,68.0,40,0,6.93,clear sky
441,Chapais,CA,49.78,-74.85,53.6,53.6,81,1,3.36,clear sky
442,Acapulco,MX,16.86,-99.89,82.4,82.4,78,75,3.36,broken clouds
443,Arandis,NA,-22.42,14.97,54.0,54.0,93,0,1.01,clear sky
444,El Dorado,US,33.21,-92.67,75.2,75.0,83,0,4.07,clear sky
445,Buala,SB,-8.14,159.59,84.61,84.61,71,61,5.84,light rain
446,Xining,CN,36.62,101.77,63.84,63.84,54,20,0.87,few clouds
447,Jasper,US,37.2,-94.35,78.8,71.01,57,1,3.69,clear sky
448,Vestmannaeyjar,IS,63.44,-20.27,51.76,51.76,73,33,4.76,scattered clouds
449,Mikhaylovka,RU,50.06,43.24,57.6,57.6,62,0,0.25,clear sky
450,Alihe,CN,50.57,123.72,66.74,66.74,79,100,3.98,overcast clouds
451,Kampong Thum,KH,12.71,104.89,87.17,87.17,64,82,3.4,broken clouds
452,Ak-Dovurak,RU,51.18,90.6,59.97,59.97,57,100,0.85,overcast clouds
453,Ninghai,CN,29.29,121.42,96.01,93.2,52,20,4.47,few clouds
454,Sioux Lookout,CA,50.1,-91.92,69.8,69.8,94,75,4.7,broken clouds
455,Calama,CL,-22.47,-68.93,55.4,55.4,35,75,3.36,broken clouds
456,Akyab,MM,20.15,92.9,80.83,80.83,86,100,13.98,moderate rain
457,Trairi,BR,-3.28,-39.27,76.64,76.64,78,34,12.82,scattered clouds
458,Mogadishu,SO,2.04,45.34,75.36,75.36,80,28,13.24,scattered clouds
459,Quelimane,MZ,-17.88,36.89,61.75,61.75,91,0,2.33,clear sky
460,Hanna,CA,51.63,-111.9,64.0,64.0,56,87,5.99,overcast clouds
461,Dicabisagan,PH,17.08,122.42,88.52,88.52,63,17,7.05,few clouds
462,Rovaniemi,FI,66.5,25.72,48.2,48.2,100,2,10.29,clear sky
463,Lodja,CD,-3.48,23.43,69.82,69.82,92,100,1.36,overcast clouds
464,Port Hardy,CA,50.7,-127.42,60.8,60.8,72,75,9.17,broken clouds
465,Rock Sound,BS,24.9,-76.2,85.24,85.24,77,14,31.56,light rain
466,Divnomorskoye,RU,44.5,38.14,63.7,63.7,54,0,10.78,clear sky
467,Imbituba,BR,-28.24,-48.67,59.0,59.0,100,40,1.12,scattered clouds
468,Fort Nelson,CA,58.81,-122.7,59.0,59.0,87,75,3.36,broken clouds
469,Baie-Comeau,CA,49.22,-68.15,59.0,59.0,93,90,5.82,overcast clouds
470,Maragogi,BR,-9.01,-35.22,72.1,72.1,81,100,3.44,overcast clouds
471,El Chimbo,HN,14.13,-87.12,65.25,65.25,99,100,2.66,light rain
472,Nador,MA,35.17,-2.93,77.0,69.8,83,5,3.69,clear sky
473,Khasan,RU,42.43,130.64,72.77,72.77,83,100,10.78,overcast clouds
474,Pljevlja,ME,43.33,19.33,62.6,62.6,100,10,3.36,light rain
475,La Seyne-Sur-Mer,FR,43.1,5.88,71.01,59.0,56,25,4.0,scattered clouds
476,Bialogard,PL,54.01,15.99,57.0,54.0,10,48,9.26,scattered clouds
477,Luena,AO,-11.78,19.92,58.3,58.3,40,90,6.35,overcast clouds
478,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,53.6,93,90,10.29,overcast clouds
479,Okha,RU,53.57,142.95,61.61,61.61,68,37,10.65,scattered clouds
480,Savannakhet,LA,16.57,104.75,80.6,80.6,78,75,2.24,mist
481,Nizhniy Odes,RU,63.64,54.86,54.73,54.73,84,100,5.48,overcast clouds
482,Aja,EG,30.94,31.29,67.3,67.3,88,0,2.73,clear sky
483,Makakilo City,US,21.35,-158.09,89.6,84.2,49,1,9.17,clear sky
484,Natal,BR,-5.79,-35.21,73.4,73.4,88,20,6.93,few clouds
485,Ceyhan,TR,37.02,35.82,75.2,72.0,36,0,10.29,clear sky
486,Tomatlan,MX,19.93,-105.25,78.71,78.71,92,100,2.62,light rain
487,Puri,IN,19.8,85.85,84.72,84.72,76,100,7.4,light rain
488,Dunyapur,PK,29.8,71.72,87.8,87.8,70,20,4.7,smoke
489,Carutapera,BR,-1.2,-46.02,75.78,75.78,90,21,5.7,few clouds
490,Mount Isa,AU,-20.73,139.5,77.0,77.0,13,0,12.75,clear sky
491,Yantarnyy,RU,54.87,19.94,59.0,59.0,93,0,8.95,light rain
492,Russell,US,32.35,-85.2,75.2,73.99,94,40,4.59,scattered clouds
493,Santa Maria,BR,-29.68,-53.81,53.56,53.56,83,0,7.05,clear sky
494,Moyale,KE,3.52,39.06,64.09,64.09,82,100,14.12,overcast clouds
495,Paka,MY,4.64,103.44,86.0,86.0,66,20,4.7,few clouds
496,Kroya,ID,-7.63,109.25,80.96,80.96,74,99,7.61,overcast clouds
497,Madras,IN,13.09,80.28,82.4,82.4,74,75,4.7,broken clouds
498,Ugoofaaru,MV,5.67,73.0,84.06,84.06,67,35,6.71,light rain
499,Knysna,ZA,-34.04,23.05,55.4,55.4,100,75,9.17,broken clouds
500,Landeck,AT,47.13,10.56,53.6,53.6,93,5,5.82,clear sky
501,Baruun-Urt,MN,46.68,113.28,72.82,72.82,47,14,6.98,few clouds
502,Yamada,JP,39.47,141.95,81.09,81.09,68,35,6.15,scattered clouds
503,Kurchum,KZ,48.57,83.65,72.66,72.66,34,99,3.98,overcast clouds
504,Nsoko,SZ,-27.03,31.95,60.8,60.8,36,0,6.93,clear sky
505,Dakar,SN,14.69,-17.44,82.4,82.4,88,40,4.7,scattered clouds
506,Pires Do Rio,BR,-17.3,-48.28,59.25,59.25,88,0,4.99,clear sky
507,Destin,US,30.39,-86.5,79.0,75.99,88,1,10.29,light rain
508,Villa Carlos Paz,AR,-31.42,-64.5,61.0,50.0,37,0,8.05,clear sky
509,Bati,ET,11.18,40.02,67.08,67.08,77,99,4.81,light rain
510,Narsaq,GL,60.92,-46.05,42.8,42.8,81,8,3.36,clear sky
511,Cockburn Town,TC,21.46,-71.14,84.02,84.02,83,100,23.67,overcast clouds
512,Bumba,CD,2.18,22.47,69.4,69.4,94,100,2.57,overcast clouds
513,Zaragoza,ES,41.66,-0.88,66.2,66.2,63,0,19.46,clear sky
514,Nha Trang,VN,12.25,109.18,93.2,93.2,63,20,4.7,few clouds
515,Praia Da Vitoria,PT,38.73,-27.07,71.6,71.6,94,20,7.9,few clouds
516,Moshkovo,RU,55.31,83.61,59.0,59.0,87,3,4.47,clear sky
517,Sabang,ID,5.89,95.32,83.79,83.79,72,65,10.2,light rain
518,Keshorai Patan,IN,25.3,75.93,78.49,78.49,88,98,12.24,overcast clouds
519,Zhigansk,RU,66.77,123.37,49.78,49.78,58,0,10.71,clear sky
520,Singkang,MY,2.1,102.8,84.2,84.0,74,20,3.36,few clouds
521,San Miguel,SV,13.48,-88.18,75.4,75.4,94,100,2.59,light rain
522,Tahoua,NE,14.89,5.27,82.4,82.4,69,100,4.7,moderate rain
523,Belozerskoye,RU,55.82,65.58,54.84,54.84,85,0,6.58,clear sky
524,Villazon,BO,-22.09,-65.59,39.52,39.52,57,0,0.65,clear sky
525,Severo-Yeniseyskiy,RU,60.37,93.04,61.07,61.07,61,47,4.29,scattered clouds
526,Painesville,US,41.72,-81.25,75.0,71.01,78,1,5.68,clear sky
527,Bjornevatn,NO,69.67,29.98,55.4,55.4,93,100,14.99,light rain
528,Bubaque,GW,11.28,-15.83,80.67,80.67,80,100,8.95,overcast clouds
529,Alice Springs,AU,-23.7,133.88,77.0,75.0,16,0,9.17,clear sky
530,Ko Samui,TH,9.54,99.94,89.6,89.6,70,20,8.05,few clouds
531,Chatellerault,FR,46.8,0.53,55.0,51.8,100,67,4.7,broken clouds
532,Abu Dhabi,AE,24.47,54.37,93.2,91.4,66,20,2.24,few clouds
533,Chicama,PE,-7.84,-79.15,59.88,59.88,84,10,5.1,clear sky
534,Aflao,TG,6.12,1.19,73.4,73.4,94,75,8.05,broken clouds
535,Buraydah,SA,26.33,43.98,80.6,80.6,34,0,6.93,clear sky
536,Maldonado,UY,-34.67,-54.92,55.0,51.8,93,0,3.36,clear sky
537,Independence,US,39.09,-94.42,84.2,77.0,54,1,8.05,clear sky
538,Labuan,MY,5.28,115.24,84.2,84.0,83,20,3.36,few clouds
539,Chamba,IN,32.57,76.13,76.46,76.46,70,39,2.91,scattered clouds
540,Moree,AU,-29.47,149.85,59.0,59.0,46,0,13.87,clear sky
541,Maymyo,MM,22.03,96.47,78.8,78.8,88,75,9.17,broken clouds
542,Baffa,PK,34.44,73.22,79.61,79.61,72,40,2.62,light rain
543,Harbour Breton,CA,47.48,-55.8,59.0,59.0,100,26,7.11,scattered clouds
544,Valparaiso,CL,-33.04,-71.63,54.0,54.0,64,100,13.18,overcast clouds
545,Danszentmiklos,HU,47.21,19.55,61.0,59.0,82,63,1.12,broken clouds
546,Guerrero Negro,MX,27.98,-114.06,75.13,75.13,70,0,18.25,clear sky
547,Idappadi,IN,11.58,77.85,80.6,80.6,78,40,1.32,haze
548,Romitan,UZ,39.93,64.38,78.8,78.8,44,30,4.7,scattered clouds
549,Sandpoint,US,48.28,-116.55,71.01,66.99,43,1,0.58,clear sky
550,Koraput,IN,18.82,82.72,75.87,75.87,82,99,9.33,overcast clouds
551,Dubbo,AU,-32.25,148.62,53.6,53.6,54,40,12.75,scattered clouds
552,Yerbogachen,RU,61.28,108.01,61.0,61.0,40,48,10.89,scattered clouds
553,Inta,RU,66.03,60.17,50.61,50.61,66,0,3.67,clear sky
554,Douglas,US,41.3,-96.17,82.0,80.01,74,1,7.78,clear sky
555,Saint-Leu,RE,-21.15,55.28,69.8,55.0,59,10,8.05,clear sky
556,Kirakira,SB,-10.45,161.92,85.57,85.57,65,97,6.08,light rain
557,Bowen,AU,-20.02,148.23,78.01,73.4,31,3,12.75,clear sky
558,Paamiut,GL,61.99,-49.67,42.13,42.13,92,21,8.3,few clouds
559,Saint-Augustin,CA,51.23,-58.65,55.26,55.26,79,59,8.57,broken clouds
560,Miles City,US,46.41,-105.84,82.4,82.4,23,1,6.93,clear sky
561,Singaraja,ID,-8.11,115.09,85.35,85.35,50,0,3.69,clear sky
562,Harrison,US,30.41,-89.04,80.6,75.99,78,1,6.93,clear sky
563,Maceio,BR,-9.67,-35.74,68.0,68.0,94,20,2.24,few clouds
564,Beaumont,US,30.09,-94.1,82.4,78.01,74,40,3.36,scattered clouds
565,Kondinskoye,RU,59.65,67.41,54.54,54.54,89,100,10.85,overcast clouds
566,Marystown,CA,47.17,-55.15,59.0,59.0,100,3,9.66,clear sky
567,Galveston,US,29.37,-94.97,88.0,75.99,58,1,8.05,clear sky
568,Vanimo,PG,-2.67,141.3,78.39,78.39,86,100,5.86,light rain
569,Monte Patria,CL,-30.69,-70.95,50.23,50.23,72,80,2.68,broken clouds
570,Cabra,ES,37.47,-4.44,72.0,72.0,57,0,3.44,clear sky
571,Acolla,PE,-11.73,-75.55,45.9,45.9,63,10,2.51,clear sky
572,Leningradskiy,RU,69.38,178.42,44.91,44.91,86,99,10.8,overcast clouds
573,Haines Junction,CA,60.75,-137.51,60.75,60.75,61,61,4.05,broken clouds
574,Ust-Ordynskiy,RU,52.8,104.75,62.6,62.6,77,20,2.24,few clouds
575,Ust-Nera,RU,64.57,143.2,47.8,47.8,49,100,5.95,overcast clouds
576,Sur,OM,22.57,59.53,78.96,78.96,79,70,11.48,broken clouds
577,Te Anau,NZ,-45.42,167.72,54.66,54.66,62,29,2.53,scattered clouds
578,Egvekinot,RU,66.32,-179.17,51.55,51.55,76,74,5.61,broken clouds
579,Lima,PE,-12.04,-77.03,62.6,62.6,67,90,9.17,overcast clouds
580,Richards Bay,ZA,-28.78,32.04,59.74,59.74,81,0,2.91,clear sky
581,Adre,TD,13.47,22.2,68.29,68.29,84,100,10.02,moderate rain
582,Smithers,CA,54.78,-127.17,60.8,60.8,72,75,4.7,broken clouds
583,Yuli,NG,9.7,10.27,71.33,71.33,91,100,2.39,light rain
584,Pisco,PE,-13.7,-76.22,62.01,60.8,87,90,11.41,overcast clouds
585,Yongan,CN,39.7,113.69,69.19,69.19,58,37,5.64,scattered clouds
586,Pochutla,MX,15.74,-96.47,73.99,73.99,96,99,3.27,moderate rain
587,Arlit,NE,18.74,7.39,88.97,88.97,37,99,8.1,overcast clouds
588,Yangambi,CD,0.81,24.43,68.5,68.5,98,100,1.05,overcast clouds
589,Mpongwe,ZM,-13.51,28.16,51.4,51.4,91,58,4.99,broken clouds
590,Marivan,IR,35.52,46.18,60.21,60.21,50,0,5.75,clear sky
591,Batemans Bay,AU,-35.72,150.18,60.01,51.01,51,0,1.01,clear sky
592,Quchan,IR,37.11,58.51,61.14,61.14,62,0,10.16,clear sky
593,Nouadhibou,MR,20.93,-17.03,75.2,75.2,78,31,9.17,scattered clouds
594,Poya,NC,-21.35,165.15,75.6,75.6,61,89,9.89,overcast clouds
595,Porto Novo,BJ,6.5,2.6,72.79,72.79,89,100,5.57,overcast clouds
596,La Baule-Escoublac,FR,47.29,-2.36,55.99,55.4,93,75,5.82,broken clouds
597,Port Blair,IN,11.67,92.75,84.67,84.67,74,92,9.24,overcast clouds
598,Kathmandu,NP,27.72,85.32,73.4,73.4,94,75,2.24,broken clouds
599,Muzhi,RU,65.37,64.67,52.97,52.97,72,90,3.94,overcast clouds
600,Cochrane,CA,51.18,-114.47,66.0,60.01,48,75,8.05,broken clouds
601,Butembo,CD,0.15,29.28,56.05,56.05,100,85,1.1,light rain
602,Kunming,CN,25.04,102.72,73.0,64.4,93,90,11.18,overcast clouds
603,Yinchuan,CN,38.47,106.27,82.22,82.22,28,0,7.31,clear sky
604,Cap-Aux-Meules,CA,47.38,-61.86,66.2,66.2,77,75,10.29,light rain
605,Biak,ID,-0.91,122.88,83.34,83.34,62,67,5.61,broken clouds
606,Bonham,US,33.58,-96.18,82.99,80.01,57,1,8.05,clear sky
607,Edremit,TR,39.6,27.02,73.4,73.4,73,0,18.34,clear sky
608,Sistranda,NO,63.73,8.83,48.2,48.2,81,75,20.8,shower rain
609,Chokwe,MZ,-24.53,32.98,60.64,60.64,65,0,7.23,clear sky
610,Atikokan,CA,48.76,-91.62,64.06,64.06,93,32,1.28,scattered clouds
611,Kanniyakumari,IN,8.08,77.57,81.77,81.77,74,81,14.0,broken clouds
612,Avera,US,33.19,-82.53,75.2,73.0,87,1,4.7,clear sky
613,Ruteng,ID,-8.61,120.47,77.02,77.02,51,14,2.44,few clouds
614,Sebeta,ET,8.92,38.62,55.4,55.4,93,75,1.03,broken clouds
615,Kedrovyy,RU,56.17,91.82,57.2,57.2,87,40,2.24,light intensity shower rain
616,Lichuan,CN,30.3,108.85,76.5,76.5,83,100,3.27,moderate rain
617,Korla,CN,41.76,86.15,85.73,85.73,23,11,2.48,few clouds
618,Pemangkat,ID,1.17,108.97,84.18,84.18,69,85,2.77,overcast clouds
619,Palana,RU,59.12,159.97,45.55,45.55,88,100,8.12,light rain
620,Moengo,SR,5.62,-54.4,73.53,73.53,98,37,1.99,scattered clouds
621,Whitecourt,CA,54.15,-115.69,64.4,64.4,45,75,3.36,broken clouds
622,Jiaocheng,CN,24.68,116.14,93.11,93.11,53,0,3.2,clear sky
623,Tromso,NO,69.65,18.96,50.0,50.0,87,75,11.41,broken clouds
624,Zhigalovo,RU,54.81,105.16,61.14,61.14,78,100,3.18,overcast clouds
625,Khorramshahr,IR,30.44,48.17,84.2,84.2,39,0,4.7,clear sky
626,Gizo,SB,-8.1,156.84,83.07,83.07,75,100,9.33,light rain
627,Kushima,JP,31.46,131.23,89.6,87.8,62,75,8.05,broken clouds
628,Chenove,FR,47.29,5.0,59.0,55.99,82,100,3.36,overcast clouds
629,Leshukonskoye,RU,64.9,45.76,58.12,58.12,96,100,6.71,overcast clouds
630,Sao Felix Do Xingu,BR,-6.64,-51.99,81.54,81.54,39,68,1.41,broken clouds
631,Limoges,FR,45.75,1.33,55.4,53.01,87,31,2.24,scattered clouds
632,Dunmore Town,BS,25.5,-76.65,84.79,84.79,77,12,30.36,moderate rain
633,Milton Keynes,GB,52.04,-0.76,54.0,52.0,91,34,1.99,scattered clouds
634,Maridi,SS,4.92,29.47,64.9,64.9,97,100,4.32,overcast clouds
635,Lamas,PE,-6.42,-76.53,65.21,65.21,87,30,2.15,scattered clouds
636,Booue,GA,-0.09,11.94,73.94,73.94,79,100,4.23,overcast clouds
637,Waingapu,ID,-9.66,120.26,87.19,87.19,43,0,14.7,clear sky
638,Tonekabon,IR,36.82,50.87,66.2,66.2,100,90,4.56,overcast clouds
639,Sibolga,ID,1.74,98.78,85.69,85.69,59,32,3.11,scattered clouds
640,Shalya,RU,57.25,58.73,51.91,51.91,87,0,3.09,clear sky
641,Khomeyn,IR,33.64,50.08,60.58,60.58,34,0,2.62,clear sky
642,Doha,QA,25.29,51.53,91.99,89.6,89,40,3.36,scattered clouds
643,Qasigiannguit,GL,68.82,-51.19,39.2,39.2,80,0,0.72,clear sky
644,Concordia,AR,-31.39,-58.02,57.0,57.0,67,0,11.01,clear sky
645,Whittlesea,ZA,-32.18,26.82,50.18,50.18,46,100,6.06,overcast clouds
646,Shenzhen,CN,22.55,114.07,93.0,87.01,70,20,4.47,few clouds
647,Kreuztal,DE,50.97,7.98,55.99,55.99,91,98,1.01,overcast clouds
648,Jinchang,CN,38.5,102.17,80.11,80.11,17,0,3.42,clear sky
649,Nome,US,64.5,-165.41,53.6,51.01,87,90,8.05,overcast clouds
650,Kiruna,SE,67.86,20.23,46.4,46.4,81,38,2.24,scattered clouds
651,Sangar,RU,63.92,127.47,49.14,49.14,64,97,3.49,overcast clouds
652,Hay River,CA,60.82,-115.8,55.4,55.4,82,75,3.36,broken clouds
653,Sutton,GB,51.35,-0.2,57.99,54.0,82,100,5.01,overcast clouds
654,Mahanoro,MG,-19.9,48.8,63.41,63.41,82,34,4.97,scattered clouds
655,Faya,SA,18.39,42.45,71.6,69.8,56,54,2.59,broken clouds
656,High Rock,BS,26.62,-78.28,85.39,85.39,76,45,23.78,light rain
657,Seymchan,RU,62.88,152.43,45.09,45.09,57,97,12.1,overcast clouds
658,Olinda,BR,-8.01,-34.86,73.4,73.4,83,40,4.7,scattered clouds
